lcz_lib;lcz_code;insee;commune;expo_jour;expo_nuit;vulnerabilite_jour;vulnerabilite_nuit;surface;gid
Ensemble de maisons espacées;LCZ 6;69283;Mions;moyen;faible;moyen;moyen;66761,58;850
Maisons éparses, constructions isolées;LCZ 9;69286;Rillieux-la-Pape;moyen;faible;moyen;moyen;75691,38;851
Maisons éparses, constructions isolées;LCZ 9;69069;Craponne;moyen;faible;moyen;moyen;280246,52;852
Ensemble de maisons espacées;LCZ 6;69387;Lyon 7e Arrondissement;moyen;faible;moyen;moyen;13060,86;853
Ensemble d'immeubles compact;LCZ 2;69383;Lyon 3e Arrondissement;fort;fort;fort;fort;7560,81;854
Ensemble de maisons espacées;LCZ 6;69290;Saint-Priest;moyen;faible;moyen;moyen;41854,12;864
Ensemble de maisons espacées;LCZ 6;69256;Vaulx-en-Velin;moyen;faible;moyen;moyen;5938,05;1098
Maisons éparses, constructions isolées;LCZ 9;69191;Saint-Cyr-au-Mont-d'Or;moyen;faible;moyen;moyen;113896,97;855
Ensemble de maisons espacées;LCZ 6;69286;Rillieux-la-Pape;moyen;faible;moyen;moyen;63890,95;856
Grandes emprises tertiaires bâti bas;LCZ 8;69244;Tassin-la-Demi-Lune;moyen;faible;moyen;moyen;6939,52;865
Ensemble d'immeubles compact;LCZ 2;69387;Lyon 7e Arrondissement;fort;fort;fort;fort;7585,85;866
Maisons éparses, constructions isolées;LCZ 9;69286;Rillieux-la-Pape;moyen;faible;moyen;moyen;35184,7;883
Maisons éparses, constructions isolées;LCZ 9;69081;Écully;moyen;faible;moyen;moyen;77315,81;857
Ensemble de maisons espacées;LCZ 6;69091;Givors;moyen;faible;fort;fort;49182,95;858
Ensemble de tours espacées;LCZ 4;69383;Lyon 3e Arrondissement;fort;fort;fort;fort;2684,94;2588
Ensemble de maisons espacées;LCZ 6;69388;Lyon 8e Arrondissement;fort;moyen;fort;fort;162006,91;859
Grandes emprises tertiaires bâti bas;LCZ 8;69096;Grigny;moyen;faible;moyen;moyen;61510,51;860
Ensemble de maisons espacées;LCZ 6;69389;Lyon 9e Arrondissement;moyen;faible;fort;moyen;90275,06;861
Grandes emprises tertiaires bâti bas;LCZ 8;69091;Givors;moyen;faible;fort;moyen;64346,37;862
Grandes emprises tertiaires bâti bas;LCZ 8;69275;Décines-Charpieu;moyen;faible;moyen;moyen;57063,62;863
Ensemble d'immeubles compact;LCZ 2;69266;Villeurbanne;fort;fort;fort;fort;12535,09;884
Grandes emprises tertiaires bâti bas;LCZ 8;69205;Saint-Genis-les-Ollières;moyen;faible;moyen;moyen;23357,15;867
Ensemble d'immeubles compact;LCZ 2;69383;Lyon 3e Arrondissement;fort;fort;fort;fort;5247,24;868
Ensemble de tours espacées;LCZ 4;69266;Villeurbanne;moyen;faible;fort;moyen;21223,53;869
Ensemble de maisons espacées;LCZ 6;69388;Lyon 8e Arrondissement;moyen;faible;moyen;moyen;29745,43;870
Ensemble d'immeubles compact;LCZ 2;69266;Villeurbanne;fort;fort;fort;fort;41481,89;871
Ensemble d'immeubles compact;LCZ 2;69383;Lyon 3e Arrondissement;fort;fort;fort;fort;15261,5;872
Arbres épars;LCZ B;69100;Irigny;moyen;faible;moyen;moyen;123618,01;873
Ensemble de maisons espacées;LCZ 6;69199;Saint-Fons;moyen;moyen;moyen;fort;10300,26;874
Ensemble d'immeubles compact;LCZ 2;69387;Lyon 7e Arrondissement;fort;fort;fort;fort;5738,1;875
Ensemble d'immeubles espacés;LCZ 5;69278;Genay;fort;moyen;fort;fort;6710,93;876
Ensemble de tours espacées;LCZ 4;69387;Lyon 7e Arrondissement;fort;fort;fort;fort;4699,72;877
Ensemble de tours espacées;LCZ 4;69388;Lyon 8e Arrondissement;moyen;moyen;fort;fort;6551,9;878
Ensemble d'immeubles compact;LCZ 2;69382;Lyon 2e Arrondissement;fort;fort;fort;fort;9447,54;879
Ensemble d'immeubles compact;LCZ 2;69389;Lyon 9e Arrondissement;fort;fort;fort;fort;11978,65;2589
Maisons éparses, constructions isolées;LCZ 9;69034;Caluire-et-Cuire;faible;faible;moyen;moyen;63502,05;885
Maisons éparses, constructions isolées;LCZ 9;69194;Saint-Didier-au-Mont-d'Or;moyen;faible;moyen;moyen;94406,9;886
Grandes emprises tertiaires bâti bas;LCZ 8;69282;Meyzieu;moyen;faible;moyen;moyen;380201,16;887
Ensemble d'immeubles compact;LCZ 2;69388;Lyon 8e Arrondissement;fort;fort;fort;fort;18373,76;888
Maisons éparses, constructions isolées;LCZ 9;69202;Sainte-Foy-lès-Lyon;moyen;faible;moyen;moyen;82154,49;889
Ensemble de tours espacées;LCZ 4;69387;Lyon 7e Arrondissement;moyen;fort;moyen;fort;4209,8;890
Grandes emprises tertiaires bâti bas;LCZ 8;69266;Villeurbanne;moyen;faible;moyen;moyen;40882,7;891
Maisons éparses, constructions isolées;LCZ 9;69266;Villeurbanne;moyen;faible;moyen;moyen;21950,23;892
Grandes emprises tertiaires bâti bas;LCZ 8;69259;Vénissieux;moyen;faible;moyen;moyen;41390,01;911
Maisons éparses, constructions isolées;LCZ 9;69194;Saint-Didier-au-Mont-d'Or;moyen;faible;moyen;moyen;70066,93;893
Arbres épars;LCZ B;69116;Limonest;moyen;faible;moyen;moyen;255622,78;894
Ensemble d'immeubles compact;LCZ 2;69382;Lyon 2e Arrondissement;fort;fort;fort;fort;4920,44;895
Grandes emprises tertiaires bâti bas;LCZ 8;69266;Villeurbanne;moyen;faible;fort;moyen;55523,64;896
Ensemble d'immeubles compact;LCZ 2;69384;Lyon 4e Arrondissement;fort;fort;fort;fort;3070,86;920
Maisons éparses, constructions isolées;LCZ 9;69290;Saint-Priest;moyen;faible;moyen;moyen;11008,3;1113
Arbres denses;LCZ A;69385;Lyon 5e Arrondissement;effet rafraîchissant;effet rafraîchissant;faible;faible;3310,34;897
Ensemble d'immeubles compact;LCZ 2;69382;Lyon 2e Arrondissement;fort;fort;fort;fort;6110,63;898
Arbres denses;LCZ A;69143;Neuville-sur-Saône;effet rafraîchissant;effet rafraîchissant;faible;moyen;474873,91;899
Roche nue, pavés, macadam;LCZ E;69282;Meyzieu;moyen;faible;moyen;moyen;29397,44;900
Grandes emprises tertiaires bâti bas;LCZ 8;69256;Vaulx-en-Velin;moyen;faible;moyen;moyen;93290,06;901
Ensemble de maisons espacées;LCZ 6;69388;Lyon 8e Arrondissement;moyen;faible;fort;moyen;48417,14;902
Roche nue, pavés, macadam;LCZ E;69275;Décines-Charpieu;moyen;faible;moyen;moyen;4627,09;903
Ensemble d'immeubles compact;LCZ 2;69383;Lyon 3e Arrondissement;fort;fort;fort;fort;13648,67;904
Ensemble de maisons espacées;LCZ 6;69259;Vénissieux;moyen;faible;moyen;moyen;38424,44;905
Ensemble d'immeubles compact;LCZ 2;69389;Lyon 9e Arrondissement;fort;fort;fort;fort;11432,74;906
Ensemble d'immeubles compact;LCZ 2;69389;Lyon 9e Arrondissement;fort;fort;fort;fort;5527,01;907
Grandes emprises tertiaires bâti bas;LCZ 8;69282;Meyzieu;moyen;faible;fort;fort;13920,17;908
Grandes emprises tertiaires bâti bas;LCZ 8;69149;Oullins;moyen;faible;fort;moyen;37101,08;909
Ensemble de maisons espacées;LCZ 6;69029;Bron;moyen;faible;moyen;moyen;15026,66;910
Ensemble de tours compact;LCZ 1;69382;Lyon 2e Arrondissement;fort;fort;moyen;moyen;2812,01;3292
Maisons éparses, constructions isolées;LCZ 9;69389;Lyon 9e Arrondissement;faible;faible;moyen;fort;47196,18;912
Arbres épars;LCZ B;69191;Saint-Cyr-au-Mont-d'Or;moyen;faible;moyen;moyen;124935,72;913
Maisons éparses, constructions isolées;LCZ 9;69100;Irigny;moyen;faible;moyen;moyen;154022,19;914
Ensemble d'immeubles compact;LCZ 2;69382;Lyon 2e Arrondissement;fort;fort;fort;fort;12491,65;915
Ensemble de maisons espacées;LCZ 6;69199;Saint-Fons;moyen;moyen;moyen;moyen;500,36;916
Ensemble d'immeubles compact;LCZ 2;69266;Villeurbanne;fort;fort;fort;fort;11174,96;917
Grandes emprises tertiaires bâti bas;LCZ 8;69029;Bron;moyen;faible;moyen;moyen;15415,04;918
Ensemble de maisons espacées;LCZ 6;69259;Vénissieux;moyen;faible;fort;fort;9315,08;919
Ensemble d'immeubles compact;LCZ 2;69387;Lyon 7e Arrondissement;fort;fort;fort;fort;5460,94;3293
Arbres denses;LCZ A;69244;Tassin-la-Demi-Lune;effet rafraîchissant;effet rafraîchissant;faible;faible;12635,54;921
Grandes emprises tertiaires bâti bas;LCZ 8;69283;Mions;moyen;faible;moyen;moyen;95494,52;922
Ensemble de tours espacées;LCZ 4;69034;Caluire-et-Cuire;moyen;faible;moyen;moyen;5657,54;923
Maisons éparses, constructions isolées;LCZ 9;69275;Décines-Charpieu;moyen;faible;moyen;moyen;58196,43;994
Ensemble de maisons espacées;LCZ 6;69040;Champagne-au-Mont-d'Or;moyen;faible;moyen;moyen;36783,63;924
Arbres épars;LCZ B;69204;Saint-Genis-Laval;moyen;faible;moyen;moyen;53292,08;925
Maisons éparses, constructions isolées;LCZ 9;69063;Collonges-au-Mont-d'Or;moyen;faible;moyen;moyen;20749,16;926
Ensemble de maisons espacées;LCZ 6;69388;Lyon 8e Arrondissement;moyen;faible;fort;moyen;29238,92;927
Arbres épars;LCZ B;69204;Saint-Genis-Laval;moyen;faible;moyen;moyen;24863,32;928
Ensemble d'immeubles espacés;LCZ 5;69149;Oullins;moyen;faible;fort;fort;16032,99;929
Ensemble de maisons espacées;LCZ 6;69089;Francheville;moyen;faible;moyen;moyen;7972,66;930
Ensemble d'immeubles compact;LCZ 2;69383;Lyon 3e Arrondissement;fort;fort;fort;fort;10969,36;931
Roche nue, pavés, macadam;LCZ E;69290;Saint-Priest;moyen;faible;moyen;moyen;5375,82;932
Ensemble de maisons espacées;LCZ 6;69089;Francheville;moyen;moyen;moyen;fort;15868,77;933
Arbres denses;LCZ A;69389;Lyon 9e Arrondissement;effet rafraîchissant;effet rafraîchissant;faible;faible;50715,24;934
Ensemble de maisons espacées;LCZ 6;69259;Vénissieux;moyen;faible;fort;moyen;14860,81;935
Ensemble d'immeubles espacés;LCZ 5;69388;Lyon 8e Arrondissement;fort;moyen;fort;fort;6707,23;936
Ensemble d'immeubles espacés;LCZ 5;69290;Saint-Priest;fort;faible;moyen;moyen;19229,26;937
Ensemble de tours compact;LCZ 1;69383;Lyon 3e Arrondissement;fort;fort;moyen;moyen;68773,52;938
Grandes emprises tertiaires bâti bas;LCZ 8;69256;Vaulx-en-Velin;moyen;faible;moyen;moyen;4940,03;1114
Maisons éparses, constructions isolées;LCZ 9;69273;Corbas;moyen;faible;fort;fort;44739,15;939
Ensemble de maisons espacées;LCZ 6;69389;Lyon 9e Arrondissement;moyen;faible;moyen;moyen;23264,02;940
Arbres épars;LCZ B;69153;Poleymieux-au-Mont-d'Or;moyen;faible;fort;moyen;264001,35;941
Grandes emprises tertiaires bâti bas;LCZ 8;69282;Meyzieu;moyen;faible;moyen;moyen;495082,76;942
Arbres épars;LCZ B;69087;Fontaines-Saint-Martin;moyen;faible;moyen;moyen;87764,18;943
Ensemble de maisons espacées;LCZ 6;69275;Décines-Charpieu;moyen;faible;moyen;moyen;24725,69;944
Maisons éparses, constructions isolées;LCZ 9;69383;Lyon 3e Arrondissement;moyen;faible;moyen;moyen;10289,76;945
Ensemble d'immeubles compact;LCZ 2;69382;Lyon 2e Arrondissement;fort;fort;fort;fort;3934,65;946
Ensemble d'immeubles espacés;LCZ 5;69275;Décines-Charpieu;fort;faible;fort;fort;5463,26;947
Ensemble de maisons espacées;LCZ 6;69383;Lyon 3e Arrondissement;moyen;moyen;moyen;fort;10311,34;948
Ensemble d'immeubles compact;LCZ 2;69266;Villeurbanne;fort;moyen;moyen;moyen;35857,7;949
Maisons éparses, constructions isolées;LCZ 9;69290;Saint-Priest;moyen;faible;moyen;moyen;30349,29;950
Maisons éparses, constructions isolées;LCZ 9;69282;Meyzieu;moyen;faible;moyen;moyen;3251,35;951
Ensemble de maisons espacées;LCZ 6;69388;Lyon 8e Arrondissement;moyen;moyen;moyen;fort;18755,74;952
Ensemble de tours espacées;LCZ 4;69388;Lyon 8e Arrondissement;moyen;faible;moyen;moyen;14675,63;1000
Ensemble de tours espacées;LCZ 4;69266;Villeurbanne;moyen;moyen;fort;fort;22371,64;1001
Ensemble d'immeubles compact;LCZ 2;69149;Oullins;fort;fort;fort;fort;13284,26;1115
Grandes emprises tertiaires bâti bas;LCZ 8;69286;Rillieux-la-Pape;moyen;faible;moyen;moyen;302629,24;953
Ensemble de maisons espacées;LCZ 6;69034;Caluire-et-Cuire;moyen;faible;moyen;moyen;23069,98;954
Ensemble de maisons espacées;LCZ 6;69029;Bron;moyen;faible;moyen;moyen;32400,97;955
Roche nue, pavés, macadam;LCZ E;69387;Lyon 7e Arrondissement;moyen;faible;moyen;moyen;829,04;956
Ensemble d'immeubles espacés;LCZ 5;69244;Tassin-la-Demi-Lune;fort;moyen;fort;fort;14652,83;1289
Ensemble de maisons espacées;LCZ 6;69275;Décines-Charpieu;moyen;faible;fort;fort;28179,07;957
Ensemble de maisons espacées;LCZ 6;69152;Pierre-Bénite;moyen;faible;fort;moyen;29550,95;958
Arbres épars;LCZ B;69163;Quincieux;moyen;faible;moyen;moyen;203138,23;959
Maisons éparses, constructions isolées;LCZ 9;69116;Limonest;moyen;faible;moyen;moyen;40795,84;960
Maisons éparses, constructions isolées;LCZ 9;69388;Lyon 8e Arrondissement;moyen;faible;moyen;moyen;25329,84;961
Ensemble de maisons espacées;LCZ 6;69389;Lyon 9e Arrondissement;moyen;faible;moyen;moyen;13247,63;972
Maisons éparses, constructions isolées;LCZ 9;69204;Saint-Genis-Laval;moyen;faible;moyen;moyen;85128,77;962
Maisons éparses, constructions isolées;LCZ 9;69100;Irigny;moyen;faible;moyen;moyen;15825,66;963
Ensemble de maisons espacées;LCZ 6;69029;Bron;moyen;faible;moyen;moyen;4044,82;964
Ensemble d'immeubles espacés;LCZ 5;69383;Lyon 3e Arrondissement;fort;moyen;fort;fort;11000,96;965
Arbres épars;LCZ B;69250;La Tour-de-Salvagny;moyen;faible;moyen;moyen;661174,49;973
Roche nue, pavés, macadam;LCZ E;69256;Vaulx-en-Velin;moyen;faible;moyen;moyen;5691,02;974
Ensemble d'immeubles compact;LCZ 2;69383;Lyon 3e Arrondissement;fort;fort;fort;fort;12558,73;975
Maisons éparses, constructions isolées;LCZ 9;69127;Marcy-l'Étoile;moyen;faible;moyen;moyen;27471,1;1022
Ensemble d'immeubles espacés;LCZ 5;69149;Oullins;moyen;faible;moyen;moyen;23710,97;966
Arbres épars;LCZ B;69072;Dardilly;moyen;faible;moyen;moyen;62156,0;967
Ensemble d'immeubles compact;LCZ 2;69389;Lyon 9e Arrondissement;fort;faible;moyen;moyen;16605,4;968
Ensemble de tours espacées;LCZ 4;69387;Lyon 7e Arrondissement;fort;fort;moyen;moyen;12653,23;969
Ensemble de maisons espacées;LCZ 6;69388;Lyon 8e Arrondissement;moyen;moyen;moyen;moyen;28005,5;970
Ensemble d'immeubles compact;LCZ 2;69384;Lyon 4e Arrondissement;fort;fort;fort;fort;3839,44;971
Ensemble de tours espacées;LCZ 4;69387;Lyon 7e Arrondissement;moyen;fort;moyen;fort;2112,27;3554
Arbres épars;LCZ B;69068;Couzon-au-Mont-d'Or;faible;faible;moyen;moyen;52018,19;976
Ensemble de tours compact;LCZ 1;69382;Lyon 2e Arrondissement;fort;fort;moyen;moyen;27687,9;977
Arbres denses;LCZ A;69260;Vernaison;effet rafraîchissant;effet rafraîchissant;faible;faible;143739,88;978
Ensemble de maisons compact;LCZ 3;69383;Lyon 3e Arrondissement;fort;fort;fort;fort;9506,82;979
Ensemble de tours espacées;LCZ 4;69389;Lyon 9e Arrondissement;moyen;moyen;moyen;moyen;5227,48;980
Ensemble de maisons espacées;LCZ 6;69034;Caluire-et-Cuire;moyen;faible;moyen;moyen;66981,16;981
Maisons éparses, constructions isolées;LCZ 9;69286;Rillieux-la-Pape;moyen;faible;fort;fort;129838,13;982
Ensemble de tours espacées;LCZ 4;69383;Lyon 3e Arrondissement;moyen;moyen;moyen;moyen;26502,11;983
Ensemble de maisons espacées;LCZ 6;69292;Sathonay-Camp;moyen;faible;moyen;moyen;120148,47;984
Maisons éparses, constructions isolées;LCZ 9;69244;Tassin-la-Demi-Lune;moyen;faible;moyen;moyen;4245,81;986
Maisons éparses, constructions isolées;LCZ 9;69382;Lyon 2e Arrondissement;moyen;faible;moyen;moyen;56567,22;987
Ensemble de maisons espacées;LCZ 6;69275;Décines-Charpieu;moyen;faible;fort;fort;59683,98;988
Ensemble d'immeubles compact;LCZ 2;69386;Lyon 6e Arrondissement;fort;fort;fort;fort;6352,3;989
Ensemble de tours espacées;LCZ 4;69387;Lyon 7e Arrondissement;moyen;fort;moyen;moyen;6810,74;990
Ensemble de tours espacées;LCZ 4;69266;Villeurbanne;moyen;fort;moyen;fort;4058,32;991
Ensemble de maisons espacées;LCZ 6;69256;Vaulx-en-Velin;moyen;faible;fort;fort;11390,28;992
Ensemble d'immeubles espacés;LCZ 5;69386;Lyon 6e Arrondissement;moyen;faible;moyen;moyen;12454,2;1290
Arbres denses;LCZ A;69389;Lyon 9e Arrondissement;effet rafraîchissant;effet rafraîchissant;faible;faible;53585,35;985
Ensemble de maisons espacées;LCZ 6;69244;Tassin-la-Demi-Lune;faible;faible;moyen;moyen;17861,76;993
Ensemble de maisons espacées;LCZ 6;69290;Saint-Priest;moyen;faible;moyen;moyen;36024,2;995
Grandes emprises tertiaires bâti bas;LCZ 8;69282;Meyzieu;moyen;faible;moyen;moyen;44777,33;996
Ensemble d'immeubles compact;LCZ 2;69383;Lyon 3e Arrondissement;fort;fort;fort;fort;41732,64;997
Ensemble d'immeubles espacés;LCZ 5;69385;Lyon 5e Arrondissement;fort;moyen;moyen;fort;39526,41;998
Ensemble d'immeubles compact;LCZ 2;69386;Lyon 6e Arrondissement;fort;fort;fort;fort;2945,17;999
Ensemble d'immeubles espacés;LCZ 5;69116;Limonest;fort;faible;moyen;moyen;8958,45;1002
Arbres denses;LCZ A;69116;Limonest;effet rafraîchissant;effet rafraîchissant;faible;faible;34617,47;1003
Maisons éparses, constructions isolées;LCZ 9;69072;Dardilly;moyen;faible;moyen;moyen;63107,76;1007
Ensemble d'immeubles compact;LCZ 2;69386;Lyon 6e Arrondissement;fort;fort;fort;fort;5439,75;4886
Ensemble de maisons espacées;LCZ 6;69034;Caluire-et-Cuire;moyen;faible;moyen;moyen;66979,01;1004
Ensemble de maisons espacées;LCZ 6;69034;Caluire-et-Cuire;moyen;faible;moyen;moyen;9447,89;1005
Grandes emprises tertiaires bâti bas;LCZ 8;69244;Tassin-la-Demi-Lune;moyen;faible;moyen;moyen;30247,08;1006
Ensemble de tours espacées;LCZ 4;69089;Francheville;moyen;faible;moyen;moyen;13551,54;1008
Ensemble de tours espacées;LCZ 4;69384;Lyon 4e Arrondissement;fort;fort;fort;fort;3089,9;1023
Arbres denses;LCZ A;69081;Écully;effet rafraîchissant;effet rafraîchissant;faible;faible;9784,0;1009
Grandes emprises tertiaires bâti bas;LCZ 8;69271;Chassieu;moyen;faible;moyen;moyen;31456,28;1010
Maisons éparses, constructions isolées;LCZ 9;69244;Tassin-la-Demi-Lune;moyen;faible;moyen;moyen;30496,83;1011
Ensemble d'immeubles compact;LCZ 2;69381;Lyon 1er Arrondissement;fort;fort;fort;fort;2935,27;1012
Ensemble de maisons espacées;LCZ 6;69034;Caluire-et-Cuire;faible;faible;moyen;moyen;15962,82;1013
Ensemble d'immeubles espacés;LCZ 5;69096;Grigny;fort;faible;fort;moyen;12139,04;1014
Ensemble d'immeubles compact;LCZ 2;69282;Meyzieu;fort;moyen;fort;fort;13837,22;1015
Ensemble de tours espacées;LCZ 4;69388;Lyon 8e Arrondissement;moyen;moyen;fort;fort;11050,73;3131
Arbres épars;LCZ B;69275;Décines-Charpieu;moyen;faible;moyen;moyen;167484,74;1016
Ensemble de tours espacées;LCZ 4;69385;Lyon 5e Arrondissement;moyen;fort;moyen;fort;11205,21;1017
Ensemble d'immeubles compact;LCZ 2;69389;Lyon 9e Arrondissement;fort;moyen;fort;moyen;10874,19;1018
Ensemble de tours espacées;LCZ 4;69290;Saint-Priest;fort;fort;moyen;moyen;5789,58;1019
Ensemble de maisons espacées;LCZ 6;69256;Vaulx-en-Velin;moyen;faible;fort;moyen;12500,8;1020
Ensemble de maisons compact;LCZ 3;69389;Lyon 9e Arrondissement;moyen;faible;moyen;moyen;1234,55;1021
Maisons éparses, constructions isolées;LCZ 9;69279;Jonage;moyen;faible;moyen;moyen;7372,56;1423
Ensemble d'immeubles espacés;LCZ 5;69385;Lyon 5e Arrondissement;moyen;faible;moyen;moyen;90453,95;1024
Maisons éparses, constructions isolées;LCZ 9;69096;Grigny;moyen;faible;fort;fort;67176,12;1025
Arbres épars;LCZ B;69389;Lyon 9e Arrondissement;faible;effet rafraîchissant;faible;faible;2594,93;1026
Ensemble de maisons espacées;LCZ 6;69383;Lyon 3e Arrondissement;moyen;faible;moyen;moyen;5396,89;1027
Ensemble d'immeubles compact;LCZ 2;69266;Villeurbanne;fort;fort;fort;fort;13000,37;1028
Grandes emprises tertiaires bâti bas;LCZ 8;69275;Décines-Charpieu;moyen;faible;moyen;moyen;37622,59;1035
Ensemble d'immeubles compact;LCZ 2;69149;Oullins;fort;fort;fort;fort;8298,18;1036
Grandes emprises tertiaires bâti bas;LCZ 8;69275;Décines-Charpieu;moyen;faible;moyen;moyen;31850,52;1037
Ensemble d'immeubles compact;LCZ 2;69266;Villeurbanne;fort;fort;fort;fort;11028,0;1038
Ensemble de maisons espacées;LCZ 6;69266;Villeurbanne;moyen;moyen;moyen;fort;71406,61;1056
Maisons éparses, constructions isolées;LCZ 9;69286;Rillieux-la-Pape;moyen;faible;moyen;moyen;21391,05;1029
Roche nue, pavés, macadam;LCZ E;69202;Sainte-Foy-lès-Lyon;moyen;faible;fort;fort;7163,97;1030
Pelouses, praires, cultures;LCZ D;69290;Saint-Priest;moyen;faible;moyen;moyen;124719,31;1031
Ensemble d'immeubles compact;LCZ 2;69383;Lyon 3e Arrondissement;fort;fort;fort;fort;5180,42;1032
Ensemble de maisons espacées;LCZ 6;69244;Tassin-la-Demi-Lune;moyen;moyen;moyen;moyen;25144,59;1033
Ensemble d'immeubles compact;LCZ 2;69387;Lyon 7e Arrondissement;fort;fort;fort;fort;9114,44;1034
Ensemble d'immeubles compact;LCZ 2;69244;Tassin-la-Demi-Lune;fort;faible;moyen;moyen;4200,3;1039
Ensemble de maisons espacées;LCZ 6;69266;Villeurbanne;moyen;faible;moyen;moyen;22744,29;1040
Maisons éparses, constructions isolées;LCZ 9;69100;Irigny;moyen;faible;fort;moyen;54399,87;1041
Ensemble d'immeubles espacés;LCZ 5;69034;Caluire-et-Cuire;fort;faible;moyen;moyen;41296,31;1044
Grandes emprises tertiaires bâti bas;LCZ 8;69266;Villeurbanne;moyen;faible;fort;moyen;36562,95;1045
Ensemble d'immeubles compact;LCZ 2;69382;Lyon 2e Arrondissement;fort;fort;moyen;moyen;7217,46;1046
Ensemble d'immeubles compact;LCZ 2;69382;Lyon 2e Arrondissement;fort;fort;fort;fort;9018,78;1047
Roche nue, pavés, macadam;LCZ E;69202;Sainte-Foy-lès-Lyon;moyen;faible;moyen;moyen;2506,66;1048
Ensemble d'immeubles compact;LCZ 2;69383;Lyon 3e Arrondissement;fort;fort;fort;fort;5864,25;1049
Arbres épars;LCZ B;69250;La Tour-de-Salvagny;moyen;faible;moyen;moyen;266679,02;1050
Grandes emprises tertiaires bâti bas;LCZ 8;69273;Corbas;moyen;faible;moyen;moyen;131927,07;1051
Ensemble d'immeubles espacés;LCZ 5;69266;Villeurbanne;fort;fort;fort;fort;11854,2;3148
Pelouses, praires, cultures;LCZ D;69033;Cailloux-sur-Fontaines;moyen;faible;moyen;moyen;621747,32;1042
Ensemble d'immeubles espacés;LCZ 5;69283;Mions;fort;faible;moyen;moyen;10331,33;1043
